1676364835.6379886,-870,-471,16419,-115,126,-23
1676364835.6477418,-871,-459,16441,-117,132,-30
1676364835.6578665,-885,-465,16472,-116,131,-27
1676364835.668004,-894,-460,16478,-117,133,-29
1676364835.6781437,-906,-462,16477,-113,135,-27
1676364835.6884177,-899,-453,16475,-111,134,-28
1676364835.6976192,-903,-454,16481,-116,135,-33
1676364835.7077384,-891,-453,16503,-120,134,-30
1676364835.7178564,-887,-456,16498,-115,140,-25
1676364835.7279766,-895,-459,16490,-120,139,-24
1676364835.738094,-898,-451,16487,-118,137,-25
1676364835.7482154,-891,-470,16494,-123,134,-21
1676364835.7583332,-884,-471,16493,-125,132,-21
1676364835.7684526,-885,-475,16493,-123,135,-23
1676364835.778569,-878,-486,16495,-114,136,-25
1676364835.7888033,-878,-484,16487,-114,138,-23
1676364835.799173,-882,-482,16490,-115,136,-23
1676364835.8093028,-884,-467,16494,-116,132,-20
1676364835.8194292,-872,-477,16504,-118,133,-23
1676364835.8295562,-874,-468,16496,-117,129,-26
1676364835.8396902,-871,-474,16500,-113,131,-30
1676364835.8498166,-883,-474,16502,-110,131,-30
1676364835.8599453,-891,-461,16506,-108,127,-25
1676364835.8700721,-902,-479,16508,-106,128,-25
1676364835.8801966,-888,-480,16510,-100,126,-24
1676364835.890449,-882,-487,16511,-100,126,-21
1676364835.9001017,-872,-483,16524,-103,129,-25
1676364835.9102206,-864,-488,16524,-106,130,-23
1676364835.9203722,-859,-483,16519,-109,124,-24
1676364835.9304602,-858,-495,16505,-108,127,-26
1676364835.940605,-855,-502,16494,-111,123,-27
1676364835.9507003,-884,-487,16527,-108,127,-23
1676364835.96084,-918,-493,16514,-104,128,-18
1676364835.9709556,-1030,-467,16580,-96,118,-14
1676364835.9810758,-1001,-416,16489,-94,115,-13
1676364835.9913096,-1011,-425,16455,-107,121,-14
1676364836.0016859,-910,-395,16524,-111,118,-18
1676364836.0118103,-860,-413,16524,-105,130,-22
1676364836.0219357,-818,-421,16499,-106,133,-20
1676364836.0320625,-806,-445,16518,-110,132,-20
1676364836.0421875,-826,-473,16530,-108,129,-21
1676364836.0523157,-849,-482,16530,-106,133,-16
1676364836.0624456,-860,-516,16527,-112,128,-16
1676364836.0725753,-875,-528,16514,-115,135,-21
1676364836.0827003,-887,-545,16499,-117,135,-25
1676364836.0929005,-879,-530,16513,-112,133,-27
1676364836.1026025,-890,-527,16511,-108,132,-27
1676364836.1127176,-890,-463,16515,-109,132,-28
1676364836.1228402,-897,-440,16516,-112,131,-27
1676364836.1329544,-865,-412,16497,-114,132,-27
1676364836.1430779,-860,-405,16512,-116,131,-25
1676364836.1531982,-860,-421,16537,-118,136,-28
1676364836.1633172,-865,-411,16534,-115,139,-27
1676364836.173436,-891,-439,16525,-116,141,-29
1676364836.183555,-904,-454,16529,-116,136,-29
1676364836.1937916,-913,-459,16524,-118,132,-27
1676364836.2041898,-913,-477,16529,-114,132,-25
1676364836.2142854,-899,-470,16535,-115,131,-19
1676364836.2244105,-864,-472,16524,-119,132,-17
1676364836.2345383,-834,-456,16511,-117,130,-19
1676364836.244663,-807,-464,16517,-118,130,-19
1676364836.2547865,-803,-454,16530,-115,129,-20
1676364836.264912,-844,-438,16524,-116,129,-23
1676364836.2750425,-875,-456,16516,-116,132,-22
1676364836.2851691,-910,-474,16505,-115,131,-18
1676364836.2953174,-924,-492,16518,-116,130,-19
1676364836.3054707,-932,-481,16523,-114,134,-18
1676364836.3155808,-913,-486,16526,-112,134,-16
1676364836.325707,-893,-470,16525,-118,133,-20
1676364836.3358333,-858,-438,16520,-118,134,-12
1676364836.345953,-850,-433,16530,-122,134,-17
1676364836.356101,-863,-402,16534,-123,135,-17
1676364836.3662252,-882,-427,16537,-123,136,-21
1676364836.376347,-897,-449,16524,-127,134,-21
1676364836.3864686,-895,-470,16518,-122,134,-24
1676364836.3966022,-879,-475,16521,-118,136,-26
1676364836.406368,-873,-485,16539,-118,130,-26
1676364836.4164848,-867,-486,16532,-115,128,-21
1676364836.4266012,-862,-469,16521,-115,128,-24
1676364836.4367197,-862,-470,16510,-115,127,-25
1676364836.4468396,-869,-451,16532,-115,129,-20
1676364836.4569585,-861,-448,16529,-118,131,-21
1676364836.4670765,-877,-442,16524,-122,130,-23
1676364836.4771948,-871,-439,16536,-118,130,-25
