1676361969.26704,-911,-499,16409,-126,126,-11
1676361969.2761323,-912,-507,16451,-127,132,-14
1676361969.2862957,-896,-513,16462,-128,133,-14
1676361969.2964628,-887,-514,16450,-131,137,-16
1676361969.3066266,-895,-511,16451,-130,138,-17
1676361969.3169045,-916,-513,16441,-130,139,-16
1676361969.326199,-915,-516,16427,-130,140,-14
1676361969.336348,-946,-503,16478,-131,134,-17
1676361969.346501,-944,-489,16443,-130,132,-18
1676361969.3566527,-928,-483,16450,-133,130,-20
1676361969.3667998,-945,-495,16492,-127,131,-23
1676361969.3769476,-934,-489,16476,-130,132,-22
1676361969.3870916,-927,-501,16445,-133,135,-19
1676361969.3972404,-915,-494,16475,-131,136,-17
1676361969.4073904,-929,-499,16466,-136,133,-17
1676361969.417564,-919,-495,16457,-134,134,-17
1676361969.4276843,-931,-499,16484,-133,137,-10
1676361969.43783,-944,-504,16480,-133,136,-11
1676361969.4480069,-937,-513,16496,-137,137,-14
1676361969.4581268,-932,-522,16474,-138,140,-14
1676361969.4683611,-920,-503,16471,-132,130,-20
1676361969.4784577,-912,-515,16479,-136,129,-17
1676361969.4886014,-900,-498,16485,-138,126,-13
1676361969.4987469,-909,-497,16486,-141,129,-11
1676361969.5088916,-907,-494,16485,-135,125,-17
1676361969.5190773,-919,-489,16495,-135,126,-19
1676361969.5292156,-918,-477,16501,-133,125,-19
1676361969.5393393,-921,-494,16488,-132,129,-18
1676361969.5494888,-920,-498,16475,-133,129,-19
1676361969.5596328,-917,-496,16477,-133,132,-18
1676361969.5697792,-917,-523,16480,-134,133,-13
1676361969.579927,-906,-522,16488,-131,133,-14
1676361969.5900812,-909,-527,16487,-132,133,-12
1676361969.6002254,-905,-510,16489,-128,135,-16
1676361969.6103778,-913,-505,16485,-130,138,-14
1676361969.620551,-909,-503,16486,-136,136,-19
1676361969.6306734,-920,-499,16510,-138,134,-17
1676361969.640818,-929,-491,16509,-139,134,-18
1676361969.6509643,-928,-490,16505,-137,127,-18
1676361969.6611106,-930,-511,16491,-141,132,-15
1676361969.67127,-934,-512,16505,-145,134,-12
1676361969.6814125,-935,-518,16514,-140,132,-11
1676361969.691556,-932,-500,16502,-138,132,-16
1676361969.7017014,-925,-507,16501,-139,132,-16
1676361969.7118518,-915,-492,16498,-141,131,-14
1676361969.722046,-931,-504,16497,-140,133,-16
1676361969.7321427,-934,-506,16496,-137,129,-12
1676361969.742294,-931,-501,16489,-135,133,-9
1676361969.75244,-931,-522,16486,-135,131,-6
1676361969.7625825,-928,-515,16478,-134,131,-11
1676361969.7727277,-936,-523,16490,-133,131,-11
1676361969.7828765,-951,-514,16516,-133,137,-11
1676361969.7930233,-956,-523,16509,-136,142,-14
1676361969.8031747,-940,-517,16498,-134,139,-12
1676361969.8133242,-935,-511,16485,-129,139,-14
1676361969.8235052,-929,-506,16488,-132,137,-14
1676361969.8336253,-924,-500,16507,-130,135,-14
1676361969.8437834,-923,-496,16495,-133,134,-18
1676361969.8539245,-927,-496,16487,-135,127,-14
1676361969.8640752,-923,-513,16481,-135,128,-15
1676361969.8742228,-920,-509,16500,-136,122,-18
1676361969.8843827,-919,-523,16505,-135,123,-22
1676361969.8945184,-919,-535,16503,-135,126,-23
1676361969.9046679,-924,-533,16504,-135,129,-22
1676361969.9148176,-916,-528,16500,-134,132,-17
1676361969.9251115,-913,-517,16502,-137,128,-17
1676361969.93588,-916,-514,16518,-131,131,-17
1676361969.946045,-921,-492,16515,-134,127,-20
1676361969.9562106,-938,-505,16505,-134,128,-21
1676361969.9663756,-916,-499,16507,-136,131,-23
1676361969.9765384,-927,-499,16496,-133,128,-25
1676361969.9866974,-920,-489,16507,-138,130,-20
1676361969.996865,-918,-494,16508,-133,132,-18
